srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2926719,AN,21,110015,233,233,131,A,ADLD,121004,20-04-2017,19-04-2017,01-03-2018,4580,03-03-2018,1.16E+01
2853484,Z,12,302006,233,233,131,A,ADLD,302039,20-12-2017,19-12-2017,08-02-2018,4392,13-02-2018,1.61E+01
2856207,L,4,600024,233,233,131,A,ADLD,600007,24-05-2017,23-05-2017,09-02-2018,4488,13-02-2018,1.42E+01
2858829,AN,8,700064,233,233,131,C,ADLD,751007,03-08-2017,22-07-2017,10-02-2018,4508,14-02-2018,1.44E+01
2945850,AJ,2,110018,233,233,131,A,ADLD,110058,03-07-2017,03-07-2017,06-03-2018,4388,13-03-2018,1.23E+01
2969739,C,7,500004,233,233,131,A,ADLD,500039,23-11-2017,15-11-2017,11-03-2018,4477,15-03-2018,1.15E+01
2957549,C,2,110018,233,233,228,A,ADLD,121002,21-02-2018,06-09-2017,08-03-2018,4550,20-03-2018,1.15E+01
2995918,AN,21,110015,233,233,131,B,ADLD,221004,23-11-2017,18-10-2017,19-03-2018,4580,22-03-2018,1.14E+01
2987728,AJ,7,500004,233,233,228,B,ADLD,533006,30-01-2018,15-09-2017,16-03-2018,4474,23-03-2018,1.14E+01
2993810,AE,1,400059,308,233,131,A,ADLD,400601,13-08-2017,13-08-2017,18-03-2018,4015,26-03-2018,1.33E+01
3047098,C,2,110018,308,233,131,A,ADLD,110018,15-10-2017,11-10-2017,02-04-2018,4091,04-04-2018,1.22E+01
3025845,AJ,23,400001,233,233,131,A,ADLD,400604,23-05-2017,23-05-2017,27-03-2018,4398,06-04-2018,1.27E+01
3027054,AI,27,110034,233,233,131,B,ADLD,342007,11-10-2017,12-10-2017,27-03-2018,4388,03-04-2018,1.16E+01
3045240,AJ,23,400001,233,233,131,A,ADLD,400078,11-09-2017,04-09-2017,02-04-2018,4398,07-04-2018,1.12E+01
2975768,AN,21,110015,233,233,131,C,ADLD,171001,05-10-2017,21-09-2017,13-03-2018,4580,09-04-2018,1.06E+01
3003143,AN,22,400104,233,245,131,B,ADLD,390011,13-06-2017,05-05-2017,21-03-2018,4581,24-03-2018,1.16E+01
3060784,C,2,110018,233,245,131,A,ADLD,110059,01-05-2017,01-05-2017,06-04-2018,4091,07-04-2018,1.30E+01
3019566,AN,21,110015,201,201,131,0,ADLD,173025,07-09-2017,05-09-2017,26-03-2018,4441,06-04-2018,1.28E+01
2993847,C,2,110018,233,233,228,A,ADLD,110052,18-01-2018,25-11-2017,18-03-2018,4550,08-04-2018,1.05E+01
2885039,AA,11,641012,201,201,228,0,ADLD,682307,23-01-2018,01-10-2017,19-02-2018,4498,22-02-2018,1.38E+01
2835438,C,2,110018,233,233,131,A,ADLD,110016,23-08-2017,29-07-2017,03-02-2018,4091,12-02-2018,1.62E+01
2907019,AB,1,400059,233,233,131,B,ADLD,140406,05-09-2017,05-09-2017,25-02-2018,4390,28-02-2018,1.56E+01
2900265,C,17,800001,233,233,131,A,ADLD,800001,13-01-2018,02-12-2017,23-02-2018,4409,28-02-2018,1.46E+01
2934819,AN,22,400104,233,233,131,B,ADLD,395009,06-10-2017,24-09-2017,03-03-2018,4581,13-03-2018,1.19E+01
2992557,AN,17,800001,233,233,131,C,ADLD,828116,19-08-2017,17-08-2017,17-03-2018,4538,19-03-2018,1.27E+01
3056446,AJ,27,110034,233,233,228,A,ADLD,201310,08-09-2017,23-06-2017,05-04-2018,4388,07-04-2018,1.09E+01
3038189,AJ,25,560037,233,233,228,A,ADLD,560011,26-03-2018,04-07-2017,30-03-2018,4460,12-04-2018,1.16E+01
3004678,AN,21,110015,233,233,131,B,ADLD,184101,11-09-2017,05-09-2017,21-03-2018,4580,27-03-2018,1.13E+01
2818786,AJ,3,560011,233,233,131,A,ADLD,560037,21-08-2017,13-08-2017,30-01-2018,4460,01-02-2018,1.49E+01
3036064,S,24,110092,233,233,131,B,ADLD,844101,23-02-2017,20-02-2017,29-03-2018,4150,10-04-2018,1.35E+01
3059022,AN,22,400104,233,233,131,A,ADLD,380005,15-04-2017,12-04-2017,05-04-2018,4581,14-04-2018,1.03E+01
3066039,C,2,110018,233,233,131,A,ADLD,122001,03-05-2016,30-04-2016,08-04-2018,4094,12-04-2018,1.34E+01
2830233,AN,21,110015,233,233,131,B,ADLD,324001,20-07-2017,08-04-2017,01-02-2018,4580,05-02-2018,1.45E+01
2850432,C,9,411016,233,233,131,A,ADLD,411028,31-07-2017,06-05-2017,07-02-2018,4548,09-02-2018,1.37E+01
2892190,C,9,411016,233,233,131,B,ADLD,422101,28-03-2017,28-03-2017,21-02-2018,4548,21-02-2018,1.45E+01
2957280,AJ,3,560011,233,233,228,A,ADLD,560045,10-02-2018,29-05-2017,08-03-2018,4460,15-03-2018,1.47E+01
2993689,AN,7,500004,233,233,131,C,ADLD,517502,28-04-2017,28-04-2017,18-03-2018,4403,21-03-2018,1.38E+01
2990094,AM,2,110018,233,233,228,B,ADLD,144001,01-03-2018,16-08-2017,17-03-2018,4092,19-03-2018,1.34E+01
2995056,AJ,23,400001,233,233,131,B,ADLD,395006,05-09-2016,10-02-2017,19-03-2018,4398,26-03-2018,1.25E+01
2975194,S,7,500004,233,233,131,B,ADLD,522001,24-02-2018,24-02-2018,13-03-2018,4479,01-04-2018,1.14E+01
3057908,D,3,560011,233,233,131,A,ADLD,560093,17-01-2018,16-01-2018,05-04-2018,4469,10-04-2018,1.09E+01
2874094,AN,2,110018,233,245,131,A,ADLD,110066,11-01-2018,09-01-2018,15-02-2018,4147,20-02-2018,1.54E+01
2851137,AA,2,110018,233,233,228,A,ADLD,122002,22-01-2018,21-07-2017,08-02-2018,4150,11-02-2018,1.58E+01
2931007,AN,21,110015,233,233,131,C,ADLD,122050,28-06-2017,27-06-2017,02-03-2018,4580,09-03-2018,1.25E+01
2971306,C,2,110018,308,233,131,A,ADLD,122002,08-04-2016,30-03-2016,12-03-2018,4091,16-03-2018,1.50E+01
3072421,AN,21,110015,308,233,131,A,ADLD,110063,19-04-2017,18-04-2017,10-04-2018,4580,12-04-2018,8.98E+00
2861501,AN,22,400104,233,233,131,A,ADLD,421201,06-10-2017,01-10-2017,11-02-2018,4581,15-02-2018,1.45E+01
2876935,C,3,560011,233,233,131,A,ADLD,560060,30-04-2017,29-04-2017,16-02-2018,4461,19-02-2018,1.62E+01
2892111,AN,4,600024,233,233,228,A,ADLD,600045,12-01-2018,12-03-2017,21-02-2018,4490,09-03-2018,1.32E+01
2833665,AJ,2,110018,233,233,131,A,ADLD,121001,09-01-2018,01-05-2017,03-02-2018,4388,07-02-2018,1.39E+01
2865675,AI,8,700064,201,233,131,D,ADLD,713217,30-10-2017,27-10-2017,13-02-2018,4499,13-02-2018,1.47E+01
2880953,C,1,400059,233,233,131,B,ADLD,422002,05-04-2017,05-04-2017,17-02-2018,4545,19-02-2018,1.36E+01
3052594,AN,21,110015,201,233,228,D,ADLD,124146,18-03-2018,08-07-2017,04-04-2018,4580,08-04-2018,1.03E+01
3066119,AN,22,400104,233,233,131,B,ADLD,395007,29-05-2017,26-05-2017,08-04-2018,4581,14-04-2018,1.03E+01
2842946,AN,8,700064,233,233,131,A,ADLD,700046,22-12-2017,13-12-2017,06-02-2018,4508,09-02-2018,1.43E+01
2908231,AN,22,400104,233,233,131,B,ADLD,421305,06-04-2017,05-04-2017,26-02-2018,4581,27-02-2018,1.33E+01
3016688,AN,21,110015,233,233,131,B,ADLD,123101,20-07-2017,17-07-2017,25-03-2018,4580,28-03-2018,1.12E+01
2830355,AJ,6,160059,233,233,228,B,ADLD,134107,08-01-2018,09-02-2017,02-02-2018,4437,07-02-2018,1.47E+01
2848358,AM,6,160059,233,233,131,C,ADLD,143001,18-10-2017,17-10-2017,07-02-2018,4435,13-02-2018,1.47E+01
2818824,AN,21,110015,201,233,131,D,ADLD,173213,01-01-2018,22-12-2017,30-01-2018,4673,09-02-2018,1.35E+01
2842438,C,2,110018,233,233,228,A,ADLD,122001,20-08-2017,23-01-2016,05-02-2018,4091,12-02-2018,1.75E+01
2859630,AN,22,400104,233,233,131,B,ADLD,360005,04-08-2017,03-08-2017,10-02-2018,4581,15-02-2018,1.34E+01
2946038,C,7,500004,233,233,228,A,ADLD,500072,14-02-2018,29-10-2016,06-03-2018,4477,14-03-2018,1.28E+01
2979500,AN,21,110015,233,233,131,A,ADLD,110095,02-09-2017,26-10-2016,14-03-2018,4580,17-03-2018,1.17E+01
2848271,AN,3,560011,233,233,131,A,ADLD,560001,17-04-2017,15-04-2017,07-02-2018,4467,09-02-2018,1.43E+01
2843549,C,8,700064,233,233,131,A,ADLD,700157,03-01-2018,24-06-2017,06-02-2018,4500,09-02-2018,1.64E+01
2862613,C,1,400059,233,233,131,A,ADLD,400081,22-06-2017,22-06-2017,12-02-2018,4545,20-02-2018,1.36E+01
2880618,C,1,400059,233,233,131,A,ADLD,421302,13-09-2017,12-09-2017,17-02-2018,4545,20-02-2018,1.46E+01
2902421,AN,21,110015,233,233,131,B,ADLD,303108,11-04-2017,09-04-2017,23-02-2018,4580,28-02-2018,1.31E+01
2866791,AN,8,700064,201,233,131,D,ADLD,733202,22-09-2017,09-09-2017,13-02-2018,4508,20-02-2018,1.57E+01
2897488,AM,8,700064,233,233,131,B,ADLD,781022,20-01-2018,25-10-2017,22-02-2018,4502,26-02-2018,1.63E+01
2959935,AN,21,110015,233,233,131,B,ADLD,324007,30-11-2016,29-11-2016,09-03-2018,4580,14-03-2018,1.41E+01
2947560,C,6,160059,233,233,131,B,ADLD,134109,06-08-2017,16-06-2017,06-03-2018,4549,10-03-2018,1.27E+01
2987209,AJ,8,700064,233,233,131,A,ADLD,700084,03-06-2017,01-06-2017,16-03-2018,4499,18-03-2018,1.37E+01
3009301,AJ,23,400001,308,233,131,A,ADLD,400607,07-04-2017,07-04-2017,22-03-2018,4398,05-04-2018,1.18E+01
2979823,AJ,25,560037,233,233,228,A,ADLD,600029,20-07-2017,02-01-2017,14-03-2018,4460,07-04-2018,1.18E+01
3067125,AN,21,110015,308,233,131,A,ADLD,110025,22-07-2017,21-07-2017,09-04-2018,4580,17-04-2018,8.92E+00
3032262,C,3,560011,233,245,131,A,ADLD,560045,21-01-2017,16-10-2016,28-03-2018,4461,31-03-2018,1.47E+01
2931222,AI,23,400001,233,233,131,B,ADLD,440032,21-10-2017,20-10-2017,03-03-2018,4398,07-03-2018,1.38E+01
2868023,AN,21,110015,233,233,228,B,ADLD,322001,17-12-2017,19-10-2016,14-02-2018,4580,16-02-2018,1.35E+01
2906957,C,3,560011,233,233,131,B,ADLD,570002,26-06-2017,25-06-2017,25-02-2018,4461,05-03-2018,1.33E+01
2967296,AN,3,560011,233,233,131,A,ADLD,560095,20-06-2016,14-06-2016,10-03-2018,4467,13-03-2018,1.30E+01
3014033,AN,22,400104,233,245,131,B,ADLD,395007,10-05-2017,05-05-2017,24-03-2018,4581,27-03-2018,1.16E+01
3016573,AJ,23,400001,233,245,228,B,ADLD,395007,28-02-2018,17-02-2018,25-03-2018,4398,27-03-2018,1.30E+01
2937458,AJ,12,302006,308,233,228,B,ADLD,313001,14-02-2018,06-02-2017,03-03-2018,4407,09-03-2018,1.37E+01
2926936,C,2,110018,233,233,228,B,ADLD,121102,29-10-2017,16-08-2017,01-03-2018,4550,07-03-2018,1.27E+01
2847547,AN,22,400104,233,245,131,A,ADLD,380005,20-01-2018,28-09-2017,07-02-2018,4581,11-02-2018,1.33E+01
2923129,AN,3,560011,233,233,131,A,ADLD,560016,10-04-2017,01-03-2017,28-02-2018,4467,04-03-2018,1.33E+01
2941797,AJ,2,110018,201,233,228,0,ADLD,193123,17-01-2018,12-02-2017,05-03-2018,4388,08-03-2018,1.38E+01
3036981,AN,21,110015,233,233,131,A,ADLD,122001,09-04-2017,07-04-2017,29-03-2018,4580,04-04-2018,1.05E+01
2825024,AN,21,110015,233,233,131,A,ADLD,110009,29-07-2016,28-07-2016,31-01-2018,4580,06-02-2018,1.38E+01
2862465,C,2,110018,233,233,228,A,ADLD,121006,19-01-2018,16-10-2017,12-02-2018,4550,17-02-2018,1.30E+01
2879407,AN,22,400104,233,233,131,A,ADLD,380007,24-07-2017,21-07-2017,17-02-2018,4581,19-02-2018,1.33E+01
2840356,AN,22,400104,233,233,131,A,ADLD,382340,08-08-2017,07-04-2017,05-02-2018,4581,20-02-2018,1.34E+01
2872341,AJ,2,110018,233,233,131,A,ADLD,110019,12-02-2017,12-02-2017,15-02-2018,4388,19-02-2018,1.37E+01
2901319,AN,21,110015,201,233,131,0,ADLD,250501,02-10-2017,29-09-2017,23-02-2018,4580,26-02-2018,1.44E+01
2953078,AJ,2,110018,233,233,228,A,ADLD,201306,12-01-2018,22-08-2017,07-03-2018,4388,08-03-2018,1.24E+01
2946604,AN,7,500004,233,233,131,C,ADLD,502296,06-01-2018,30-11-2017,06-03-2018,4403,10-03-2018,1.39E+01
2939519,AJ,2,110018,233,233,228,A,ADLD,110009,13-02-2018,17-03-2018,05-03-2018,4550,08-03-2018,1.13E+01
2939674,C,1,400059,233,233,131,A,ADLD,400604,09-07-2017,09-07-2017,05-03-2018,4010,10-03-2018,1.44E+01
2934432,AN,21,110015,233,233,131,A,ADLD,121002,24-06-2016,22-06-2016,03-03-2018,4580,16-03-2018,1.28E+01
2890006,AE,1,400059,233,233,131,A,ADLD,400612,13-04-2017,13-04-2017,20-02-2018,4015,17-03-2018,1.49E+01
2988777,AN,7,500004,233,233,131,B,ADLD,520011,18-10-2017,15-10-2017,16-03-2018,4403,20-03-2018,1.28E+01
3027182,AD,2,110018,233,233,228,A,ADLD,122015,18-05-2017,13-08-2016,27-03-2018,4148,31-03-2018,1.33E+01
3006385,J,2,110018,233,233,228,A,ADLD,401303,06-03-2018,08-02-2018,22-03-2018,5138,30-03-2018,8.96E+00
3049927,AI,27,110034,233,233,131,A,ADLD,302012,21-10-2017,19-10-2017,03-04-2018,4388,07-04-2018,1.11E+01
3061337,C,8,700064,233,233,228,A,ADLD,700141,15-02-2018,15-02-2018,06-04-2018,4511,10-04-2018,1.19E+01
3074283,AM,2,110018,233,233,131,A,ADLD,226003,12-03-2018,12-03-2018,11-04-2018,4092,18-04-2018,1.28E+01
2838925,AJ,6,160059,233,233,228,B,ADLD,147001,11-11-2017,30-05-2017,04-02-2018,4437,08-02-2018,1.57E+01
2851282,C,8,700064,233,233,131,A,ADLD,700034,27-12-2017,27-12-2017,08-02-2018,4500,17-02-2018,1.43E+01
2961151,AI,10,226010,233,233,131,A,ADLD,226018,24-11-2017,24-11-2017,09-03-2018,4444,16-03-2018,1.32E+01
3049238,AN,26,560066,233,233,131,A,ADLD,600119,24-07-2017,23-01-2017,03-04-2018,5001,06-04-2018,9.00E+00
3040835,AJ,25,560037,233,233,228,B,ADLD,570011,17-02-2018,20-06-2017,31-03-2018,4460,12-04-2018,1.16E+01
2979830,AN,7,500004,233,233,131,A,ADLD,500081,12-03-2018,07-03-2018,14-03-2018,4403,19-03-2018,1.25E+01
3052750,AN,8,700064,233,233,131,C,ADLD,751030,12-04-2017,11-04-2017,04-04-2018,4508,09-04-2018,1.24E+01
2827540,AJ,2,110018,233,233,228,A,ADLD,110008,05-07-2017,25-06-2017,01-02-2018,4388,03-02-2018,1.39E+01
2852841,J,2,110018,233,233,131,A,ADLD,700003,09-01-2018,30-12-2017,08-02-2018,4017,16-02-2018,1.64E+01
2985777,AA,24,110092,233,233,131,B,ADLD,412207,29-07-2017,24-07-2017,15-03-2018,4150,22-03-2018,1.36E+01
2919197,AD,1,400059,233,233,131,B,ADLD,410206,18-09-2016,11-09-2016,27-02-2018,4011,21-03-2018,1.51E+01
3048854,C,2,110018,233,233,131,C,ADLD,122504,31-01-2018,07-08-2017,03-04-2018,4550,08-04-2018,1.01E+01
2863147,AJ,1,400059,201,233,228,0,ADLD,458226,26-11-2017,07-06-2017,12-02-2018,4388,13-02-2018,1.47E+01
2991575,J,2,110018,233,245,228,A,ADLD,560029,08-09-2017,09-06-2017,17-03-2018,5138,21-03-2018,9.53E+00
2858676,AN,3,560011,233,233,131,A,ADLD,560037,29-06-2017,29-06-2017,10-02-2018,4467,13-02-2018,1.42E+01
2993836,AJ,17,800001,233,233,228,B,ADLD,842001,11-11-2017,10-11-2017,18-03-2018,4370,19-03-2018,1.34E+01
2880697,C,3,560011,233,245,228,A,ADLD,560037,03-07-2017,23-12-2016,17-02-2018,4469,19-02-2018,1.53E+01
2884060,AN,7,500004,233,0,131,A,ADLD,500072,22-12-2017,01-03-2017,18-02-2018,4403,21-02-2018,1.65E+01
2897458,C,3,560011,233,233,228,B,ADLD,583104,27-01-2018,14-01-2018,22-02-2018,4461,01-03-2018,1.30E+01
3071520,AN,21,110015,233,233,131,A,ADLD,110085,22-05-2017,20-05-2017,10-04-2018,4580,15-04-2018,9.85E+00
3063673,AJ,27,110034,233,233,228,A,ADLD,122001,02-08-2017,01-08-2017,07-04-2018,4388,14-04-2018,1.06E+01
2835406,AJ,2,110018,233,233,228,A,ADLD,110078,03-01-2018,20-06-2016,03-02-2018,4388,05-02-2018,1.42E+01
2820666,AN,21,110015,233,233,131,A,ADLD,121003,14-08-2017,17-02-2018,30-01-2018,4580,07-02-2018,1.32E+01
2824518,AN,17,800001,233,233,131,C,ADLD,821305,17-08-2017,14-08-2017,31-01-2018,4538,06-02-2018,1.39E+01
2835880,AJ,7,500004,233,233,228,C,ADLD,501101,18-01-2018,16-02-2017,03-02-2018,4474,10-02-2018,1.41E+01
2844210,AN,22,400104,233,233,131,A,ADLD,380058,31-07-2017,29-07-2017,06-02-2018,4581,13-02-2018,1.34E+01
2883704,AN,4,600024,233,233,131,B,ADLD,625002,14-03-2017,08-03-2017,18-02-2018,4490,21-02-2018,1.51E+01
2872428,AE,1,400059,233,233,131,A,ADLD,400078,20-05-2017,14-05-2017,15-02-2018,4015,21-02-2018,1.58E+01
2865124,AJ,12,302006,201,233,228,0,ADLD,326001,28-01-2018,08-09-2017,12-02-2018,4407,22-02-2018,1.33E+01
2900531,AA,9,411016,233,233,131,A,ADLD,411035,18-05-2017,18-05-2017,23-02-2018,4027,24-02-2018,1.57E+01
2912950,AN,3,560011,308,233,131,A,ADLD,560048,31-01-2018,26-08-2017,27-02-2018,4467,28-02-2018,1.31E+01
2941724,AN,8,700064,233,233,131,A,ADLD,700102,10-02-2018,08-12-2017,05-03-2018,4508,09-03-2018,1.28E+01
2895816,AD,9,411016,233,233,131,A,ADLD,411045,09-02-2018,16-12-2017,22-02-2018,4030,05-03-2018,1.49E+01
2969757,AN,22,400104,233,233,131,C,ADLD,394185,15-12-2017,13-12-2017,11-03-2018,4581,13-03-2018,1.19E+01
2977332,AJ,6,160059,233,233,228,C,ADLD,142001,22-12-2017,20-12-2017,13-03-2018,4437,16-03-2018,1.30E+01
2981638,AN,17,800001,233,233,131,C,ADLD,826001,15-08-2017,11-08-2017,15-03-2018,4410,19-03-2018,1.53E+01
2982787,AJ,7,500004,233,233,228,A,ADLD,500056,02-01-2018,06-07-2017,15-03-2018,4474,26-03-2018,1.23E+01
3009625,AD,1,400059,233,233,228,B,ADLD,452016,21-08-2017,29-06-2017,23-03-2018,4011,24-03-2018,1.42E+01
3039932,AN,21,110015,233,233,131,B,ADLD,140401,11-03-2017,22-02-2017,30-03-2018,4580,05-04-2018,1.15E+01
3051149,C,5,380009,233,233,228,A,ADLD,380052,27-04-2017,15-02-2017,03-04-2018,4546,07-04-2018,9.54E+00
3014850,AA,24,110092,233,233,228,A,ADLD,110029,13-02-2018,06-09-2017,24-03-2018,4150,27-03-2018,1.50E+01
2990497,AJ,25,560037,233,245,131,A,ADLD,560102,15-07-2017,15-07-2017,17-03-2018,4460,20-03-2018,1.25E+01
2987641,AJ,23,400001,233,245,131,C,ADLD,362266,30-01-2018,26-11-2016,16-03-2018,4398,22-03-2018,1.27E+01
2967063,H,1,400059,233,233,228,A,ADLD,122002,04-01-2018,20-12-2017,10-03-2018,4011,17-03-2018,1.28E+01
3005014,AN,21,110015,233,233,131,B,ADLD,247667,16-08-2017,14-08-2017,21-03-2018,4580,23-03-2018,1.15E+01
3001049,AJ,2,110018,233,233,228,B,ADLD,248007,29-12-2017,22-12-2017,20-03-2018,4388,24-03-2018,1.23E+01
2862495,AN,8,700064,233,233,131,A,ADLD,700009,14-11-2017,13-11-2017,12-02-2018,4508,24-02-2018,1.42E+01
2961996,C,2,110018,233,233,228,A,ADLD,121001,18-12-2017,15-12-2017,10-03-2018,4091,13-03-2018,1.35E+01
2837146,C,3,560011,233,233,131,B,ADLD,570027,10-10-2016,09-10-2016,03-02-2018,4461,08-02-2018,1.47E+01
2858820,C,9,411016,233,233,131,A,ADLD,411062,27-07-2017,15-06-2017,10-02-2018,4548,13-02-2018,1.36E+01
2872598,AJ,8,700064,233,233,228,B,ADLD,711204,31-07-2017,24-06-2017,15-02-2018,4499,26-02-2018,1.41E+01
2960434,AJ,25,560037,233,245,131,A,ADLD,560095,19-05-2017,06-05-2017,09-03-2018,4460,17-03-2018,1.25E+01
3006839,AM,1,400059,233,233,131,C,ADLD,364003,21-10-2017,26-10-2017,22-03-2018,4018,26-03-2018,1.41E+01
2945455,AN,8,700064,233,233,131,A,ADLD,700025,11-08-2017,09-08-2017,06-03-2018,4508,08-03-2018,1.28E+01
2901000,C,1,400059,233,233,131,A,ADLD,400606,26-11-2017,26-11-2017,23-02-2018,4010,03-03-2018,1.50E+01
2866075,AN,22,400104,233,233,131,B,ADLD,416416,06-03-2017,02-03-2017,13-02-2018,4581,17-02-2018,1.34E+01
2940217,C,2,110018,308,233,228,A,ADLD,122018,29-01-2018,05-01-2017,05-03-2018,4091,16-03-2018,1.26E+01
2998020,R,21,110015,233,233,131,B,ADLD,125001,08-08-2017,08-04-2016,19-03-2018,4580,22-03-2018,1.16E+01
2998020,AN,21,110015,233,233,131,B,ADLD,125001,08-08-2017,03-08-2017,19-03-2018,4580,22-03-2018,1.23E+01
2862759,AN,21,110015,233,233,131,A,ADLD,122001,02-01-2018,08-12-2017,12-02-2018,4580,17-03-2018,1.20E+01
2828629,C,5,380009,233,233,131,B,ADLD,364002,16-08-2017,11-08-2017,01-02-2018,4546,05-02-2018,1.57E+01
2859832,AF,2,110018,233,233,131,A,ADLD,110059,11-05-2017,11-05-2017,10-02-2018,4388,13-02-2018,1.38E+01
2890686,AN,21,110015,201,233,131,0,ADLD,272002,03-01-2018,30-12-2017,20-02-2018,4580,26-02-2018,1.34E+01
2947815,AD,7,500004,233,233,228,A,ADLD,500091,13-06-2017,12-05-2017,06-03-2018,4540,12-03-2018,1.23E+01
2951196,AN,22,400104,233,233,131,B,ADLD,389001,30-10-2017,27-10-2017,07-03-2018,4581,10-03-2018,1.39E+01
2971437,C,1,400059,233,233,131,A,ADLD,400064,07-12-2017,04-12-2017,12-03-2018,4545,17-03-2018,1.30E+01
2983481,J,2,110018,233,233,131,A,ADLD,302001,06-03-2018,26-02-2018,15-03-2018,5138,23-03-2018,9.96E+00
3000020,AN,22,400104,308,233,131,A,ADLD,400016,05-08-2017,02-08-2017,20-03-2018,4581,27-03-2018,1.18E+01
3050792,AN,26,560066,233,233,131,A,ADLD,560005,17-06-2017,12-07-2016,03-04-2018,5001,08-04-2018,1.02E+01
3073568,Z,1,400059,233,233,131,A,ADLD,400101,10-10-2017,27-09-2017,10-04-2018,4392,13-04-2018,1.22E+01
2825567,AN,22,400104,233,245,131,A,ADLD,380015,03-06-2016,30-05-2017,31-01-2018,4581,05-02-2018,1.49E+01
2871743,AN,3,560011,233,245,131,A,ADLD,560076,22-12-2017,20-12-2017,14-02-2018,4467,24-02-2018,1.40E+01
2869219,AN,11,641012,201,201,131,0,ADLD,670693,20-10-2017,06-10-2017,14-02-2018,4495,22-02-2018,1.49E+01
2858347,AN,22,400104,233,233,131,A,ADLD,400034,22-12-2017,21-12-2017,10-02-2018,4581,14-02-2018,1.34E+01
2886287,AJ,10,226010,233,233,228,A,ADLD,226012,05-06-2017,03-06-2017,19-02-2018,4444,22-02-2018,1.46E+01
2855602,AM,5,380009,233,233,131,B,ADLD,391760,26-12-2017,26-12-2017,09-02-2018,4034,14-02-2018,1.58E+01
2919899,AA,10,226010,201,233,131,0,ADLD,209721,18-01-2018,08-01-2018,27-02-2018,4425,06-03-2018,1.39E+01
2887701,AN,17,800001,233,233,131,A,ADLD,800013,11-03-2017,09-03-2017,19-02-2018,4538,23-02-2018,1.42E+01
2941278,AN,7,500004,233,233,131,A,ADLD,500007,09-12-2017,06-12-2017,05-03-2018,4403,09-03-2018,1.29E+01
2879039,AN,22,400104,233,233,131,A,ADLD,401101,08-10-2016,08-10-2016,16-02-2018,4581,26-02-2018,1.36E+01
3023063,AN,22,400104,233,233,131,B,ADLD,410206,08-05-2017,06-05-2017,26-03-2018,4581,31-03-2018,1.17E+01
2865053,C,1,400059,233,233,228,A,ADLD,400098,23-01-2018,30-12-2016,12-02-2018,4545,05-03-2018,1.40E+01
2879065,C,1,400059,233,233,131,A,ADLD,400060,16-12-2017,21-01-2016,16-02-2018,4545,09-03-2018,1.40E+01
3021999,AJ,27,110034,0,233,131,A,ADLD,110024,22-11-2017,21-11-2017,26-03-2018,4388,29-03-2018,1.48E+01
3021999,AJ,27,110034,308,233,131,A,ADLD,110024,22-11-2017,21-11-2017,26-03-2018,4388,29-03-2018,1.31E+01
3068044,C,5,380009,233,245,131,B,ADLD,395002,06-12-2017,06-12-2017,09-04-2018,4546,14-04-2018,1.04E+01
2900293,C,2,110018,233,233,131,A,ADLD,201308,18-11-2017,18-11-2017,23-02-2018,4091,27-02-2018,1.50E+01
3020706,C,2,110018,233,233,228,A,ADLD,122001,18-08-2017,14-03-2017,26-03-2018,4550,07-04-2018,1.06E+01
3067209,AJ,27,110034,233,233,228,A,ADLD,121004,26-02-2018,24-05-2017,09-04-2018,4388,12-04-2018,1.07E+01
2883896,AN,21,110015,233,233,131,A,ADLD,302013,21-11-2017,17-11-2017,18-02-2018,4580,23-02-2018,1.31E+01
2864709,AN,22,400104,233,233,131,B,ADLD,462022,13-04-2016,09-04-2016,12-02-2018,4581,15-02-2018,1.38E+01
2906594,AN,7,500004,233,233,131,B,ADLD,533103,18-02-2017,09-07-2016,25-02-2018,4403,27-02-2018,1.46E+01
2943447,AN,3,560011,233,233,131,A,ADLD,560100,30-09-2017,28-09-2017,05-03-2018,4467,07-03-2018,1.38E+01
2945009,AJ,2,110018,233,233,131,A,ADLD,110034,13-05-2017,13-05-2017,06-03-2018,4388,08-03-2018,1.23E+01
2934106,AN,22,400104,233,233,131,C,ADLD,490006,31-05-2017,29-05-2017,03-03-2018,4581,08-03-2018,1.21E+01
2881017,AJ,2,110018,233,233,131,A,ADLD,110096,12-03-2017,12-03-2017,17-02-2018,4388,12-03-2018,1.38E+01
2974797,C,2,110018,0,233,131,A,ADLD,110059,21-04-2017,21-04-2017,13-03-2018,4550,21-03-2018,1.53E+01
2988473,AJ,17,800001,233,233,228,C,ADLD,826001,18-06-2017,12-03-2017,16-03-2018,4370,24-03-2018,1.33E+01
3016907,C,2,110018,233,233,228,A,ADLD,201301,11-02-2018,05-10-2017,25-03-2018,4091,27-03-2018,1.34E+01
3037647,AJ,27,110034,233,233,131,A,ADLD,110014,03-05-2017,02-05-2017,30-03-2018,4388,03-04-2018,1.23E+01
3055020,AN,21,110015,233,233,131,C,ADLD,127201,01-06-2017,09-02-2017,04-04-2018,4580,09-04-2018,9.98E+00
3058899,AD,2,110018,233,233,131,A,ADLD,110031,28-12-2017,11-12-2017,05-04-2018,4148,15-04-2018,1.17E+01
